FechaAnalisis,NombreCooperativa,SUFICIENCIA_PATRIMONIAL,PATRIMONIO_RESULTADOS_ACTIVOS_INMOVILIZADOS,ESTRUCTURA_CALIDAD_ACTIVOS,ACTIVOS_IMPRODUCTIVOS_NETOS_TOTAL_ACTIVOS,ACTIVOS_PRODUCTIVOS_TOTAL_ACTIVOS,ACTIVOS_PRODUCTIVOS_PASIVOS_CON_COSTO,INDICES_DE_MOROSIDAD,MOROSIDAD_CREDITO_COMERCIAL_PRIORITARIO,MOROSIDAD_CREDITO_CONSUMO_PRIORITARIO_,MOROSIDAD_CARTERA_CREDITO_INMOBILIARIO,MOROSIDAD_CARTERA_MICROCREDITO,MOROSIDAD_CARTERA_CREDITO_PRODUCTIVO,MOROSIDAD_CARTERA_CREDITO_COMERCIAL_ORDINARIO,MOROSIDAD_CARTERA_CONSUMO_ORDINARIO,MOROSIDAD_CARTERA_VIVIENDA_INTERES_PUBLICO,MOROSIDAD_CARTERA_CREDITO_EDUCATIVO,MOROSIDAD_CARTERA_TOTAL,COBERTURA_PROVISIONES_CARTERA_IMPRODUCTIVA,COBERTURA_CARTERA_CREDITOS_COMERCIAL_PRIORITARIO,COBERTURA_CARTERA_CREDITOS_CONSUMO_PRIORITARIO,COBERTURA_CARTERA_CREDITO_INMOBILIARIO,COBERTURA_CARTERA_MICROCREDITO,COBERTURA_CARTERA_CREDITO_PRODUCTIVO,COBERTURA_CARTERA_CREDITO_COMERCIAL_ORDINARIO,COBERTURA_CARTERA_CONSUMO_ORDINARIO,COBERTURA_CARTERA_VIVIENDA_INTERES_PUBLICO,COBERTURA_CARTERA_CREDITO_EDUCATIVO,COBERTURA_CARTERA_PROBLEMATICA,EFICIENCIA_MICROECONOMICA,GASTOS_OPERACION_ESTIMADOS_TOTAL_ACTIVO_PROMEDIO,GASTOS_OPERACION_MARGEN_FINANCIERO,GASTOS_PERSONAL_ESTIMADOS_ACTIVO_PROMEDIO,RENTABILIDAD,RESULTADOS_EJERCICIO_PATRIMONIO_PROMEDIO,RESULTADOS_EJERCICIO_ACTIVO_PROMEDIO,INTERMEDIACION_FINANCIERA,CARTERA_BRUTA_DEPOSITOS_ALA_VISTA_DEPOSITOS_A_PLAZO,EFICIENCIA_FINANCIERA,MARGEN_DE_INTERMEDIACION_ESTIMADO_PATRIMONIO_PROMEDIO,MARGEN_DE_INTERMEDIACION_ESTIMADO_ACTIVO_PROMEDIO,RENDIMIENTO_CARTERA,RENDIMIENTO_CARTERA_CREDITOS_COMERCIAL_PRIORITARIO_POR_VENCER,RENDIMIENTO_CARTERA_CREDITOS_CONSUMO_PRIORITARIO_POR_VENCER,RENDIMIENTO_CARTERA_CREDITO_INMOBILIARIO_POR_VENCER,RENDIMIENTO_CARTERA_MICROCREDITO_POR_VENCER,RENDIMIENTO_CARTERA_CREDITO_PRODUCTIVO_POR_VENCER,RENDIMIENTO_CARTERA_VIVIENDA_DE_INTERES_PUBLICO_POR_VENCER,RENDIMIENTO_CARTERA_CREDITO_EDUCATIVO_POR_VENCER,CARTERAS_CREDITOS_REFINANCIADAS,CARTERAS_CREDITOS_REESTRUCTURADAS,CARTERA_POR_VENCER_TOTAL,LIQUIDEZ,FONDOS_DISPONIBLES_TOTAL_DEPOSITOS_A_CORTO_PLAZO,SOLVENCIA,SOLVENCIA_PATRIMONIAL,VULNERABILIDAD_PATRIMONIO,CARTERA_IMPRODUCTIVA_DESCUBIERTA_PATRIMONIO_RESULTADOS,CARTERA_IMPRODUCTIVA_PATRIMONIO_DIC,PATRIMONIO_RESULTADOS_INGRESOS_EXTRAORDINARIOS_ACTIVOS_TOTALES,ACTIVOS_IMPRODUCTIVOS_ACTIVOS_TOTALES,INDICE_DE_CAPITALIZACION_NETO
2019-06-30,AMBATO LTDA,0.0,5.14,0.0,0.04,0.96,1.13,0.0,0.07,0.01,0.0,0.03,0.0,0.0,0.05,0.0,0.0,0.03,0.0,0.29,2.3,0.0,1.31,0.0,0.0,1.4,0.0,0.0,1.45,0.0,0.06,0.76,0.03,0.0,0.11,0.01,0.0,1.04,0.0,0.14,0.02,0.0,0.12,0.15,0.12,0.19,0.0,0.0,0.0,0.0,0.11,0.18,0.0,0.21,0.0,0.15,0.0,0.0,0.17,0.13,1.04,0.12
2019-06-30,ANDALUCIA LTDA,0.0,6.59,0.0,0.03,0.97,1.19,0.0,0.0,0.04,0.01,0.09,0.0,0.0,0.02,0.0,0.0,0.05,0.0,0.0,1.2,1.27,1.05,0.0,0.0,0.92,0.0,0.0,1.12,0.0,0.05,0.9,0.02,0.0,0.06,0.01,0.0,1.07,0.0,0.04,0.01,0.0,0.0,0.15,0.1,0.16,0.0,0.0,0.0,0.16,0.16,0.15,0.0,0.24,0.0,0.17,0.0,0.0,0.27,0.14,1.03,0.13
2019-06-30,ATUNTAQUI LTDA,0.0,6.48,0.0,0.03,0.97,1.19,0.0,0.0,0.02,0.01,0.06,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.0,1.36,1.78,1.08,0.0,0.0,1.76,0.0,0.0,1.22,0.0,0.05,0.66,0.02,0.0,0.13,0.02,0.0,0.97,0.0,0.15,0.02,0.0,0.0,0.14,0.11,0.19,0.0,0.0,0.0,0.16,0.19,0.16,0.0,0.22,0.0,0.21,0.0,0.0,0.14,0.16,1.03,0.15
2019-06-30,CAJA CENTRAL FINANCOOP,0.0,10.64,0.0,0.02,0.98,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168136.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256086.11,0.0,0.02,0.56,0.01,0.0,0.1,0.01,0.0,0.5,0.0,0.13,0.01,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.24,0.0,0.16,0.0,0.0,0.0,0.1,1.02,0.1
2019-06-30,CAMARA DE COMERCIO DE AMBATO LTDA,0.0,0.84,0.0,0.14,0.86,1.0,0.0,0.01,0.05,0.04,0.09,0.0,0.0,0.01,0.0,0.0,0.05,0.0,0.43,0.68,0.37,0.66,0.0,0.0,0.85,0.0,0.0,0.63,0.0,0.04,0.94,0.02,0.0,0.03,0.0,0.0,0.87,0.0,0.02,0.0,0.0,0.1,0.15,0.1,0.18,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.19,0.0,0.14,0.0,0.12,0.34,0.11,1.14,0.1
2019-06-30,CHIBULEO LTDA,0.0,5.7,0.0,0.03,0.97,1.15,0.0,0.0,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,1.55,0.0,1.4,0.0,0.0,7.42,0.0,0.0,1.54,0.0,0.07,0.81,0.03,0.0,0.11,0.01,0.0,1.14,0.0,0.13,0.02,0.0,0.0,0.15,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.24,0.0,0.13,0.0,0.0,0.23,0.11,1.03,0.11
2019-06-30,COOPROGRESO LTDA,0.0,2.67,0.0,0.04,0.96,1.1,0.0,0.06,0.04,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.87,1.21,1.79,1.41,3.38,0.0,5.2,0.0,0.0,1.42,0.0,0.04,0.84,0.02,0.0,0.1,0.01,0.0,0.82,0.0,0.07,0.01,0.0,0.1,0.14,0.1,0.19,0.12,0.0,0.0,0.17,0.16,0.16,0.0,0.22,0.0,0.13,0.0,0.0,0.23,0.1,1.04,0.1
2019-06-30,DE LA PEQUEÑA EMPRESA BIBLIAN LTDA,0.0,5.95,0.0,0.04,0.96,1.17,0.0,0.0,0.03,0.02,0.07,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.0,1.14,1.0,1.28,0.0,0.0,1.35,0.0,0.0,1.2,0.0,0.03,0.52,0.01,0.0,0.12,0.02,0.0,1.01,0.0,0.19,0.03,0.0,0.11,0.16,0.11,0.18,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.14,0.0,0.19,0.0,0.0,0.21,0.16,1.04,0.15
2019-06-30,DE LA PEQUEÑA EMPRESA DE COTOPAXI LTDA,0.0,21.05,0.0,0.02,0.98,1.27,0.0,0.03,0.03,0.01,0.04,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.72,1.43,2.38,1.38,0.0,0.0,2.31,0.0,0.0,1.84,0.0,0.03,0.5,0.02,0.0,0.12,0.02,0.0,1.11,0.0,0.16,0.03,0.0,0.1,0.15,0.1,0.17,0.0,0.0,0.0,0.55,0.46,0.16,0.0,0.23,0.0,0.25,0.0,0.0,0.12,0.2,1.02,0.19
2019-06-30,DE LA PEQUEÑA EMPRESA DE PASTAZA LTDA,0.0,4.65,0.0,0.05,0.95,1.22,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,2.1,6171.73,1.28,0.0,0.0,94.38,0.0,0.0,1.63,0.0,0.05,0.6,0.02,0.0,0.13,0.02,0.0,1.14,0.0,0.19,0.03,0.0,0.0,0.15,0.11,0.17,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.24,0.0,0.22,0.0,0.0,0.07,0.19,1.05,0.18
2019-06-30,DE LOS SERVIDORES PUBLICOS DEL MINISTERIO DE EDUCACION Y CULTURA,0.0,7.01,0.0,0.04,0.96,1.33,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.04,0.53,0.01,0.0,0.09,0.02,0.0,1.89,0.0,0.14,0.03,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.1,0.0,0.26,0.0,0.0,0.08,0.25,1.04,0.24
2019-06-30,EL SAGRARIO LTDA,0.0,8.49,0.0,0.03,0.97,1.23,0.0,0.04,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.02,0.0,1.1,2.22,2.05,1.25,0.0,0.0,1.78,0.0,0.0,1.61,0.0,0.04,0.6,0.02,0.0,0.11,0.02,0.0,0.85,0.0,0.14,0.02,0.0,0.11,0.15,0.11,0.17,0.0,0.0,0.0,0.15,0.18,0.14,0.0,0.22,0.0,0.27,0.0,0.0,0.08,0.18,1.03,0.17
2019-06-30,ERCO LTDA,0.0,6.8,0.0,0.04,0.96,1.22,0.0,0.0,0.03,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,1.89,1.69,1.82,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.05,0.86,0.03,0.0,0.11,0.02,0.0,1.29,0.0,0.05,0.01,0.0,0.0,0.17,0.11,0.18,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.18,0.0,0.2,0.0,0.0,0.14,0.17,1.04,0.16
2019-06-30,FERNANDO DAQUILEMA,0.0,2.83,0.0,0.05,0.95,1.1,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,8.53,0.0,1.68,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.07,0.85,0.04,0.0,0.09,0.01,0.0,1.06,0.0,0.12,0.01,0.0,0.0,0.15,0.1,0.21,0.09,0.0,0.0,0.0,0.0,0.2,0.0,0.22,0.0,0.12,0.0,0.0,0.19,0.11,1.05,0.1
2019-06-30,JARDIN AZUAYO LTDA,0.0,78.14,0.0,0.02,0.98,1.19,0.0,0.01,0.03,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.0,5.14,2.33,1.79,1.87,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.04,0.67,0.02,0.0,0.09,0.01,0.0,1.11,0.0,0.13,0.02,0.0,0.11,0.14,0.09,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.0,0.17,0.0,0.0,0.17,0.14,1.02,0.14
2019-06-30,JUVENTUD ECUATORIANA PROGRESISTA LTDA,0.0,1.76,0.0,0.09,0.91,1.05,0.0,0.01,0.04,0.01,0.06,0.0,0.0,0.02,0.0,0.0,0.04,0.0,1.7,0.69,0.87,1.22,0.0,0.0,0.62,0.0,0.0,0.91,0.0,0.04,0.66,0.02,0.0,0.17,0.02,0.0,0.89,0.0,0.21,0.02,0.0,0.1,0.15,0.1,0.18,0.0,0.0,0.0,0.2,0.19,0.15,0.0,0.2,0.0,0.12,0.0,0.02,0.3,0.1,1.09,0.09
2019-06-30,KULLKI WASI LTDA,0.0,2.86,0.0,0.05,0.95,1.12,0.0,0.0,0.02,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.93,0.0,1.11,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.07,0.87,0.04,0.0,0.1,0.01,0.0,1.22,0.0,0.09,0.01,0.0,0.0,0.15,0.0,0.22,0.0,0.0,0.0,0.21,0.24,0.21,0.0,0.24,0.0,0.14,0.0,0.0,0.49,0.12,1.05,0.12
2019-06-30,MUSHUC RUNA LTDA,0.0,4.58,0.0,0.05,0.95,1.23,0.0,0.13,0.05,0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.4,1.27,0.74,1.58,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.06,0.77,0.03,0.0,0.1,0.02,0.0,1.08,0.0,0.09,0.02,0.0,0.1,0.14,0.1,0.19,0.0,0.0,0.0,0.0,0.24,0.17,0.0,0.2,0.0,0.24,0.0,0.0,0.21,0.19,1.05,0.18
2019-06-30,ONCE DE JUNIO LTDA,0.0,2.39,0.0,0.07,0.93,1.11,0.0,0.0,0.04,0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.99,1.52,0.94,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.05,0.94,0.02,0.0,0.01,0.0,0.0,1.03,0.0,0.02,0.0,0.0,0.0,0.16,0.11,0.18,0.0,0.0,0.0,0.17,0.16,0.17,0.0,0.23,0.0,0.16,0.0,0.0,0.3,0.13,1.07,0.13
2019-06-30,OSCUS LTDA,0.0,5.48,0.0,0.03,0.97,1.15,0.0,0.05,0.03,0.01,0.04,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.76,2.0,1.1,1.51,0.0,0.0,3.63,0.0,0.0,1.59,0.0,0.04,0.66,0.02,0.0,0.13,0.02,0.0,0.78,0.0,0.18,0.02,0.0,0.11,0.15,0.11,0.19,0.0,0.0,0.0,0.08,0.23,0.17,0.0,0.28,0.0,0.17,0.0,0.0,0.19,0.13,1.03,0.12
2019-06-30,PABLO MUÑOZ VEGA LTDA,0.0,10.76,0.0,0.02,0.98,1.18,0.0,0.0,0.03,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.0,1.76,25.33,1.52,0.0,0.0,1.4,0.0,0.0,1.64,0.0,0.04,0.69,0.02,0.0,0.11,0.01,0.0,1.11,0.0,0.14,0.02,0.0,0.0,0.14,0.1,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.19,0.0,0.16,0.0,0.0,0.19,0.13,1.02,0.13
2019-06-30,PILAHUIN TIO LTDA,0.0,1.75,0.0,0.09,0.91,1.06,0.0,0.0,0.14,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.81,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.06,0.88,0.03,0.0,0.09,0.01,0.0,1.05,0.0,0.07,0.01,0.0,0.0,0.16,0.0,0.2,0.0,0.0,0.0,0.0,0.16,0.2,0.0,0.19,0.0,0.14,0.0,0.07,0.56,0.12,1.09,0.11
2019-06-30,POLICIA NACIONAL LTDA,0.0,2.68,0.0,0.09,0.91,1.17,0.0,0.09,0.03,0.03,0.11,0.05,0.0,0.08,0.0,0.0,0.03,0.0,1.03,1.06,0.87,0.88,0.89,0.0,0.9,0.0,0.0,1.01,0.0,0.04,0.73,0.01,0.0,0.07,0.01,0.0,1.04,0.0,0.09,0.02,0.0,0.09,0.15,0.1,0.17,0.11,0.05,0.0,0.11,0.1,0.15,0.0,0.27,0.0,0.21,0.0,0.0,0.15,0.18,1.09,0.17
2019-06-30,RIOBAMBA LTDA,0.0,7.93,0.0,0.03,0.97,1.22,0.0,0.02,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.81,2.2,1.04,1.35,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.04,0.68,0.02,0.0,0.11,0.02,0.0,0.86,0.0,0.12,0.02,0.0,0.11,0.15,0.1,0.17,0.0,0.0,0.0,0.0,0.11,0.16,0.0,0.1,0.0,0.22,0.0,0.0,0.06,0.17,1.03,0.17
2019-06-30,SAN FRANCISCO LTDA,0.0,116.27,0.0,0.01,0.99,1.28,0.0,0.01,0.02,0.03,0.05,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.68,1.38,1.41,2.87,0.0,0.0,1.2,0.0,0.0,2.5,0.0,0.05,0.61,0.03,0.0,0.12,0.02,0.0,1.01,0.0,0.18,0.03,0.0,0.11,0.15,0.1,0.18,0.0,0.0,0.0,0.55,0.11,0.17,0.0,0.23,0.0,0.24,0.0,0.0,0.13,0.19,1.01,0.19
2019-06-30,SAN JOSE LTDA,0.0,14.95,0.0,0.02,0.98,1.2,0.0,0.0,0.02,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,3.32,1.93,1.48,0.0,0.0,3.52,0.0,0.0,1.93,0.0,0.04,0.64,0.02,0.0,0.12,0.02,0.0,0.92,0.0,0.14,0.02,0.0,0.0,0.15,0.11,0.19,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.33,0.0,0.2,0.0,0.0,0.18,0.15,1.02,0.15
2019-06-30,SANTA ROSA LTDA,0.0,2.87,0.0,0.09,0.91,1.18,0.0,0.0,0.07,0.03,0.14,0.0,0.0,0.0,0.0,0.0,0.08,0.0,2.51,0.91,0.32,0.89,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.06,0.96,0.02,0.0,0.05,0.01,0.0,1.21,0.0,0.01,0.0,0.0,0.1,0.13,0.1,0.14,0.0,0.0,0.0,0.32,0.0,0.14,0.0,0.19,0.0,0.22,0.0,0.03,0.37,0.2,1.09,0.18
2019-06-30,TULCAN LTDA,0.0,5.57,0.0,0.03,0.97,1.2,0.0,0.0,0.02,0.01,0.03,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,1.92,1.22,2.55,0.0,0.0,3.0,0.0,0.0,2.27,0.0,0.04,0.61,0.02,0.0,0.13,0.02,0.0,1.05,0.0,0.17,0.03,0.0,0.0,0.15,0.1,0.18,0.0,0.0,0.0,0.16,0.18,0.16,0.0,0.21,0.0,0.19,0.0,0.0,0.1,0.15,1.03,0.15
2019-06-30,VICENTINA MANUEL ESTEBAN GODOY ORTEGA LTDA,0.0,11.55,0.0,0.07,0.93,1.17,0.0,0.06,0.03,0.03,0.03,0.46,0.0,0.0,0.0,0.0,0.03,0.0,0.65,2.31,0.7,1.55,1.02,0.0,0.0,0.0,0.0,2.42,0.0,0.04,0.71,0.01,0.0,0.11,0.02,0.0,0.85,0.0,0.09,0.01,0.0,0.11,0.14,0.11,0.16,0.11,0.0,0.0,0.0,0.0,0.14,0.0,0.21,0.0,0.22,0.0,0.0,0.13,0.17,1.07,0.16
2019-05-31,15 DE ABRIL LTDA,0.0,1.68,0.0,0.11,0.89,1.13,0.0,0.29,0.04,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.09,0.0,1.46,1.4,0.77,0.92,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.07,1.9,0.03,0.0,0.06,0.01,0.0,0.98,0.0,-0.18,-0.03,0.0,0.06,0.14,0.1,0.18,0.0,0.0,0.0,0.13,0.13,0.15,0.0,0.22,0.0,0.23,0.0,0.0,0.37,0.16,1.11,0.15
2019-05-31,23 DE JULIO LTDA,0.0,5.65,0.0,0.04,0.96,1.18,0.0,0.02,0.02,0.06,0.06,0.0,0.0,0.02,0.0,0.0,0.04,0.0,1.91,1.54,0.91,1.11,0.0,0.0,1.17,0.0,0.0,1.64,0.0,0.05,0.68,0.02,0.0,0.12,0.02,0.0,1.07,0.0,0.14,0.02,0.0,0.11,0.15,0.1,0.19,0.0,0.0,0.0,0.14,0.18,0.16,0.0,0.23,0.0,0.2,0.0,0.0,0.18,0.16,1.04,0.16
2019-05-31,29 DE OCTUBRE LTDA,0.0,2.42,0.0,0.07,0.93,1.1,0.0,0.0,0.03,0.02,0.1,0.0,0.0,0.08,0.0,0.0,0.05,0.0,112.26,1.26,0.86,0.93,0.0,0.0,0.7,0.0,0.0,0.93,0.0,0.04,1.02,0.02,0.0,0.07,0.01,0.0,0.88,0.0,-0.01,0.0,0.0,0.1,0.16,0.11,0.2,0.0,0.0,0.0,0.17,0.22,0.16,0.0,0.22,0.0,0.17,0.0,0.02,0.29,0.13,1.07,0.12
2019-05-31,ALIANZA DEL VALLE LTDA,0.0,43.48,0.0,0.01,0.99,1.21,0.0,0.0,0.02,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,2.18,3.52,1.19,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.04,0.59,0.02,0.0,0.15,0.02,0.0,1.2,0.0,0.18,0.03,0.0,0.0,0.13,0.09,0.18,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.18,0.0,0.0,0.22,0.15,1.01,0.15
2019-05-31,AMBATO LTDA,0.0,5.17,0.0,0.04,0.96,1.14,0.0,0.1,0.01,0.0,0.03,0.0,0.0,0.06,0.0,0.0,0.03,0.0,0.16,2.21,0.0,1.35,0.0,0.0,1.27,0.0,0.0,1.46,0.0,0.06,0.73,0.03,0.0,0.12,0.02,0.0,1.03,0.0,0.16,0.02,0.0,0.12,0.15,0.12,0.19,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.21,0.0,0.15,0.0,0.0,0.17,0.13,1.04,0.13
2019-05-31,ANDALUCIA LTDA,0.0,6.62,0.0,0.03,0.97,1.19,0.0,0.0,0.04,0.01,0.08,0.0,0.0,0.02,0.0,0.0,0.04,0.0,0.0,1.23,0.96,1.04,0.0,0.0,0.92,0.0,0.0,1.12,0.0,0.05,0.86,0.02,0.0,0.06,0.01,0.0,1.08,0.0,0.06,0.01,0.0,0.0,0.15,0.1,0.16,0.0,0.0,0.0,0.16,0.16,0.15,0.0,0.22,0.0,0.17,0.0,0.0,0.26,0.14,1.03,0.13
2019-05-31,ATUNTAQUI LTDA,0.0,6.55,0.0,0.03,0.97,1.19,0.0,0.0,0.02,0.0,0.06,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.0,1.37,2.08,1.05,0.0,0.0,1.58,0.0,0.0,1.2,0.0,0.05,0.67,0.02,0.0,0.13,0.02,0.0,0.96,0.0,0.15,0.02,0.0,0.0,0.14,0.11,0.19,0.0,0.0,0.0,0.16,0.19,0.16,0.0,0.22,0.0,0.21,0.0,0.0,0.14,0.16,1.03,0.15
2019-05-31,CAJA CENTRAL FINANCOOP,0.0,12.56,0.0,0.02,0.98,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163457.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251406.53,0.0,0.02,0.55,0.01,0.0,0.1,0.01,0.0,0.51,0.0,0.14,0.01,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.25,0.0,0.17,0.0,0.0,0.0,0.1,1.02,0.1
2019-05-31,CAMARA DE COMERCIO DE AMBATO LTDA,0.0,0.88,0.0,0.14,0.86,1.01,0.0,0.0,0.07,0.04,0.12,0.0,0.0,0.0,0.0,0.0,0.07,0.0,2.99,0.76,0.57,0.69,0.0,0.0,4.37,0.0,0.0,0.71,0.0,0.04,0.91,0.02,0.0,0.03,0.0,0.0,0.89,0.0,0.04,0.0,0.0,0.1,0.15,0.1,0.18,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.18,0.0,0.14,0.0,0.13,0.45,0.11,1.14,0.1
2019-05-31,CHIBULEO LTDA,0.0,5.89,0.0,0.03,0.97,1.14,0.0,0.0,0.03,0.0,0.04,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.0,1.9,0.0,1.32,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.06,0.82,0.03,0.0,0.09,0.01,0.0,1.14,0.0,0.12,0.01,0.0,0.0,0.15,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.19,0.0,0.13,0.0,0.0,0.26,0.11,1.03,0.11
2019-05-31,COOPROGRESO LTDA,0.0,2.72,0.0,0.04,0.96,1.1,0.0,0.08,0.04,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.81,1.21,1.97,1.52,2.6,0.0,6.72,0.0,0.0,1.48,0.0,0.04,0.83,0.02,0.0,0.1,0.01,0.0,0.83,0.0,0.07,0.01,0.0,0.1,0.14,0.1,0.19,0.12,0.0,0.0,0.17,0.16,0.16,0.0,0.22,0.0,0.14,0.0,0.0,0.22,0.1,1.04,0.1
2019-05-31,DE LA PEQUEÑA EMPRESA BIBLIAN LTDA,0.0,5.42,0.0,0.04,0.96,1.17,0.0,0.0,0.04,0.02,0.08,0.0,0.0,0.02,0.0,0.0,0.04,0.0,0.0,0.94,0.91,1.21,0.0,0.0,0.6,0.0,0.0,1.04,0.0,0.03,0.49,0.01,0.0,0.12,0.02,0.0,1.01,0.0,0.2,0.03,0.0,0.11,0.16,0.11,0.18,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.19,0.0,0.0,0.24,0.16,1.04,0.15
2019-05-31,DE LA PEQUEÑA EMPRESA DE COTOPAXI LTDA,0.0,18.17,0.0,0.02,0.98,1.27,0.0,0.02,0.03,0.01,0.04,0.0,0.0,0.02,0.0,0.0,0.03,0.0,0.71,1.32,3.13,1.35,0.0,0.0,1.62,0.0,0.0,1.78,0.0,0.03,0.5,0.02,0.0,0.12,0.02,0.0,1.11,0.0,0.16,0.03,0.0,0.1,0.15,0.1,0.17,0.0,0.0,0.0,0.57,0.51,0.16,0.0,0.24,0.0,0.25,0.0,0.0,0.12,0.2,1.02,0.2
2019-05-31,DE LA PEQUEÑA EMPRESA DE PASTAZA LTDA,0.0,4.75,0.0,0.06,0.94,1.22,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.87,6393.21,1.3,0.0,0.0,61.43,0.0,0.0,1.62,0.0,0.05,0.61,0.02,0.0,0.13,0.02,0.0,1.13,0.0,0.18,0.03,0.0,0.0,0.15,0.11,0.17,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.22,0.0,0.22,0.0,0.0,0.07,0.19,1.06,0.18
2019-05-31,DE LOS SERVIDORES PUBLICOS DEL MINISTERIO DE EDUCACION Y CULTURA,0.0,7.21,0.0,0.04,0.96,1.32,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.04,0.52,0.01,0.0,0.09,0.02,0.0,1.88,0.0,0.14,0.03,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.11,0.0,0.26,0.0,0.0,0.08,0.25,1.04,0.24
